Sr. No.,Jun DUNs,May DUNs,legal_nm,dba_nm,alt_bus_nm,bus1_address1,bus1_address2,bus1_city,bus1_state_cd,Action Code,Action Code Details,Final DUNS,Comments,Weblinks,June/May,Location,Company Name on D&B,Address on D&B,Contact Number,DUNS As Per CP,Headquarter DUNS
,800400538,827905006,SOLAR CAPITAL PRTNRS,SOLAR CAPITAL PRTNRS,,500 PARK AVE FL 3RD,,NEW YORK,NY,D,After research on the web found possible DUNS,800400538/827905006,"On hoovers for JUNE DUNS we found company name ""Solar Capital LLC"" and address matches completely and for MAY DUNS we found company name ""Solar Senior Capital Ltd. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,Solar Capital LLC,"500 Park Ave Fl 3
New York, NY 10022-1606, 
United States",212-993-1670 ,800400538/827905006,
,40438791,169649519,DUAL DIAGNOSIS MGT.,FOUNDATIONS RCV NTW,,5409 MARYLAND WAY,,BRENTWOOD,TN,D,After research on the web found possible DUNS,40438791/169649519,"On hoovers for JUNE DUNS we found company name ""Foundations Virginia LLC"" and address matches completely and for MAY DUNS we found company name ""FOUNDATIONS RECOVERY NETWORK, LLC "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Foundations Virginia LLC,"5409 Maryland Way Ste 320
Brentwood, TN 37027-5068, 
United States",615-371-5700 ,40438791/169649519,
,74852224,926741893,MAXOR,MAXOR,,320 S POLK ST,,AMARILLO,TX,D,After research on the web found possible DUNS,926741893/074852224,"On hoovers for JUNE DUNS we found company name ""Maxor National Pharmacy Services Corporation"" and address matches completely and for MAY DUNS we found company name ""Maxor National Pharmacy Services Corporation "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,Maxor National Pharmacy Services Corporation,"320 S Polk St Ste 100
Amarillo, TX 79101-1436, 
United States",806-324-5400 ,926741893/074852224,
,34081491,6878573,HLTH CORP,HLTH CORP,,111 8TH AVE,,NEW YORK,NY,A,Accepted original DUNS based on input data given,34081491,we could find JUNE DUNS on hoovers with input company name and address.For MAY DUNS we could find different company name where partiallyaddress matches.,,June,Single Location,Hlth Corporation,"669 River Dr
Elmwood Park, NJ 07407-1312, 
United States",201-703-3400 ,6878573,
,188738140,22777546,AVTS INC,CREATIVE TECHNOLOGY,,14000 ARMINTA ST,,PANORAMA CITY,CA,D,After research on the web found possible DUNS,188738140/022777546,"On hoovers for JUNE DUNS we found company name ""CREATIVE TECHNOLOGY GROUP, INC"" and address matches completely,. and for MAY DUNS we found company name ""Avts, Inc.."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,"CREATIVE TECHNOLOGY GROUP, INC.","14000 Arminta St
Panorama City, CA 91402-6080, 
United States",818-779-2400,188738140/022777546,
,43772866,168287212,CLIFFSIDE MALIBU,CLIFFSIDE MALIBU,,24955 PCH SUITE A103,,MALIBU,,D,After research on the web found possible DUNS,43772866/168287212,"On hoovers for JUNE DUNS we found company name ""Cliffside Malibu Ecop, Corp."" and address matches completely,. and for MAY DUNS we found company name ""Cliffside Malibu"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"Cliffside Malibu Ecop, Corp.","29151 Cliffside Dr
Malibu, CA 90265-4215, 
United States",,43772866/168287212,
,6037139,19406467,NTL RETAIL HDWE ASSC,NTL RETAIL HDWE ASSC,,6325 DIGITAL WAY STE 300,,INDIANAPOLIS,IN,B,After research on the web accept original DUNS,19406467,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,Nrha,"6325 Digital Way Ste 300
Indianapolis, IN 46278-1679, 
United States",,,
,824615827,828123203,MN EYE CONSULTANTS,MN EYE CONSULTANTS,,9801 DUPONT AVE S,,MINNEAPOLIS,MN,D,After research on the web found possible DUNS,824615827/828123203,"On hoovers for JUNE DUNS we found company name ""Minnesota Eye Consultants"" and address matches completely,. and for MAY DUNS we found company name ""Minnesota Eye Laser & Surgery Centers, LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,Minnesota Eye Consultants,"9801 Dupont Ave S Ste 425
Minneapolis, MN 55431-3873, 
United States",952-888-5800 ,824615827/828123203,
,26674694,43091124,COESTERVMS.COM INC,COESTERVMS COM INC,,7529 STANDISH PL,,ROCKVILLE,MD,A,Accepted original DUNS based on input data given,26674694,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,Coestervms.com Inc.,"7529 Standish Pl Ste 200
Rockville, MD 20855-2783, 
United States",240-345-9062 ,,
,79255809,18381405,XORAN TECHNOLOGIES,XORAN TECHNOLOGIES,,5210 S STATE RD,,ANN ARBOR,MI,D,After research on the web found possible DUNS,79255809/018381405,"On hoovers for JUNE DUNS we found company name ""Xoran Technologies LLC"" and address matches completely,. and for MAY DUNS we found company name ""Xoran Technologies, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,Xoran Technologies LLC,"5210 S State Rd
Ann Arbor, MI 48108-7936, 
United States",734-663-7194 ,79255809/018381405,
,7440962,826435612,SRS ENTERPRISES INC,SRS ENTERPRISES INC,,14 LEONARDVILLE RD,,MIDDLETOWN,NJ,A,Accepted original DUNS based on input data given,7440962,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Branch,"SRS Enterprises, Inc.","14 Leonardville Rd Ste 1
Middletown, NJ 07748-2359, 
United States",732-706-0004 ,,826435612
,10703518,10250160,JE COMPLIANCE SERVICES,JE COMPLIANCE SERVICE,,3 MAIN ST STE 105,,BURLINGTON,VT,A,Accepted original DUNS based on input data given,10703518,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Branch,"Je Compliance Services, Inc.","3 Main St Ste 105
Burlington, VT 05401-5216, 
United States",909-483-3300 ,,10250160
,56555597,614700032,BAM,BAM,,30 LAFAYETTE AVE,,BROOKLYN,NY,D,After research on the web found possible DUNS,56555597/614700032,"On hoovers for JUNE DUNS we found company name ""The Bam Theatre Company Inc"" and address matches completely,. and for MAY DUNS we found company name ""Bam Endowment Trust."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,The Bam Theatre Company Inc,"30 Lafayette Ave
Brooklyn, NY 11217-1430, 
United States",718-636-4100 ,56555597/614700032,
,809515070,797210049,DELIWORX HOLDINGS,DELIWORX HOLDINGS,,155 US HIGHWAY 72 E,,COLLIERVILLE,TN,A,Accepted original DUNS based on input data given,809515070,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Deliworx Holdings, LLC","155 E Us Highway 72
Collierville, TN 38017-2944, 
United States",901-854-4840 ,,
,12708260,5970945,EXCELL AUTO GROUP INC,EXCELL AUTO GROUP INC,,1001B CLINT MOORE RD,,BOCA RATON,,A,Accepted original DUNS based on input data given,12708260,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,Excell Auto Group,"1001 Clint Moore Rd #101
Boca Raton, FL 33487-2830, 
United States",561-998-5557 ,,
,965705218,71862452,DOVEBID INC.,DOVEBID INC,,10461MILLRUN CIR 810,,OWINGS MILLS,,A,Accepted original DUNS based on input data given,965705218,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Dovebid, Inc.","10461 Mill Run Cir #810
Owings Mills, MD 21117-5549, 
United States",410-654-7500 ,,
,54354012,38910472,BIDSPOTTER INC,BIDSPOTTER INC,,3006 JUDSON ST STE 201,,GIG HARBOR,WA,B,After research on the web accept original DUNS,38910472,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,"Bidspotter, Inc.","3006 Judson St Ste 201
Gig Harbor, WA 98335-1226, 
United States",253-858-6777 ,,
,7002821,933579443,METASOURCE LLC,METASOURCE LLC,,12894 S PONY EXPRESS RD,,DRAPER,UT,A,Accepted original DUNS based on input data given,7002821,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Branch,"Metasource, Llc.","12894 S Pony Express Rd Ste 700
Draper, UT 84020, 
United States",801-816-1999 ,,933579443
,825889103,622468528,P J TRAILERS INC.,P J TRAILERS INC,,1807 FM 2352,,SUMNER,,D,After research on the web found possible DUNS,825889103/622468528,"On hoovers for JUNE DUNS we found company name ""Pj Trailers, Inc."" and address matches completely,. and for MAY DUNS we found company name ""Pj Trailers Manufacturing, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,"Pj Trailers, Inc","1807 Farm Road 2352
Sumner, TX 75486-4808, 
United States",903-785-6879 ,825889103/622468528,
,196140821,961656746,ELSAG NORTH AMERICA,ELSAG NORTH AMERICA,,205H CREEK RIDGE RD,,GREENSBORO,NC,A,Accepted original DUNS based on input data given,196140821,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Headquarters,ELSAG NORTH AMERICA LLC,"205 Creek Ridge Rd Ste H
Greensboro, NC 27406-4444, 
United States",336-379-7135 ,,
,18907436,196666973,D.F. RICHARD INC,D F RICHARD INC,,PO BOX 669,,DOVER,NH,D,After research on the web found possible DUNS,18907436/196666973,"On hoovers for JUNE DUNS we found company name ""D. F. Richard, Inc"" and address matches completely,. and for MAY DUNS we found company name ""D. F. Richard, Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,"D. F. Richard, Inc.","124 Broadway
Dover, NH 03820-3238, 
United States",603-742-2020 ,18907436/196666973,
,15013049,46224879,LEBHERZ INSURANCE,LEBHERZ INS,,1600 W HILLSDALE BLVD,,SAN MATEO,CA,A,Accepted original DUNS based on input data given,15013049,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Lebherz Investments, LLC","1600 W Hillsdale Blvd #100
San Mateo, CA 94402-3770, 
United States",650-762-1929 ,,
,826959558,607531183,APPLIED MFG. TECH.,APPLIED MFG TECHNOLOGY,,219 KAY INDUSTRIAL DR,,LAKE ORION,MI,D,After research on the web found possible DUNS,826959558/607531183,"On hoovers for JUNE DUNS we found company name ""Applied Manufacturing Technology, LLC"" and address matches completely,. and for MAY DUNS we found company name ""AMT SERVICES INC."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,"Applied Manufacturing Technology, LLC","219 Kay Industrial Dr
Lake Orion, MI 48359-2403, 
United States",248-409-2000 ,826959558/607531183,
,809488778,11169341,VISITING NURSE ASSOC,VISITING NURSE ASSOC,,66 BENNING ST STE 6,,WEST LEBANON,NH,D,After research on the web found possible DUNS,809488778/011169341,"On hoovers for JUNE DUNS we found company name ""VISITING NURSE ASSOCIATION AND HOSPICE OF VERMONT AND NEW HAMPSHIRE, INC"" and address matches completely,. and for MAY DUNS we found company name ""Visiting Nurse & Hospice of NH & VT"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,"VISITING NURSE ASSOCIATION AND HOSPICE OF VERMONT AND NEW HAMPSHIRE, INC","66 Benning St Ste 6
West Lebanon, NH 03784-3407, 
United States",603-298-8399 ,809488778/011169341,
,42437033,839813102,NEWTWN DIALYSIS CENTER,NEWTWN DIALYSIS CENTER,,2314 COLLEGE POINT BLVD,,COLLEGE POINT,NY,A,Accepted original DUNS based on input data given,42437033,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,Newtown Dialysis Center,"2314 College Point Blvd
College Point, NY 11356-2526, 
United States",,,
,24595177,78488560,AMERCN EGLE SUPRSTOR,AMERCN EGLE SUPRSTOR,,3366 REMY DR,,LANSING,MI,D,After research on the web found possible DUNS,24595177/078488560,"On hoovers for JUNE DUNS we found company name ""AMERICAN EAGLE SUPERSTORE, INC."" and address matches completely,. and for MAY DUNS we found company name ""American Eagle Superstore, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch/Branch,"American Eagle Superstore, Inc.","3366 Remy Dr
Lansing, MI 48906-2727, 
United States",517-574-5138 ,24595177/078488560,69659407
,63455190,883666695,EOIR TECHNOLOGIES,EOIR TECHNOLOGY,,PO BOX 1240,,SPOTSYLVANIA,VA,D,After research on the web found possible DUNS,63455190/883666695,"On hoovers for JUNE DUNS we found company name ""Eoir Technologies, Inc"" and address matches completely,. and for MAY DUNS we found company name ""Eoir Technologies, Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Branch,"Eoir Technologies, Inc.","10300 Spotsylvania Ave Ste 420
Fredericksburg, VA 22408-2697, 
United States",540-834-4888 ,63455190/883666695,63455190
,60858394,362148020,TRIDENT CAPITAL LLC,TRIDENT CAPITAL LLC,,1930 N POPLAR ST,,SOUTHERN PINES,NC,D,After research on the web found possible DUNS,60858394/362148020,"On hoovers for JUNE DUNS we found company name ""TRIDENT MANAGEMENT, INC.."" and address matches completely,. and for MAY DUNS we found company name ""TRIDENT MANAGEMENT, INC."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Branch/Headquarters,"TRIDENT MANAGEMENT, INC.","1930 N Poplar St Ste 21
Southern Pines, NC 28387-7092, 
United States",910-693-3097 ,60858394/362148020,
,106619252,66166895,SAFARI TELECOM INC.,SAFARI TELECOM INC,,1 S CORPORATE DR FL 1,,RIVERDALE,NJ,A,Accepted original DUNS based on input data given,106619252,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Safari Telecom, Inc.","1 S Corporate Dr Ste C
Riverdale, NJ 07457-1718, 
United States",201-934-9943 ,,
,6663920,130340065,SKG LLC,SKG LLC,,8912 SPANISH RIDGE AVE,,LAS VEGAS,NV,B,After research on the web accept original DUNS,130340065,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Single Location,"SCHADLER KRAMER GROUP, LLC","8912 Spanish Ridge Ave Ste 300
Las Vegas, NV 89148-1306, 
United States",702-478-4000 ,,
,78700628,78482209,MAKIA CREATIONS INC,MAKIA CREATIONS INC,,3275 N 750 E,,LAYTON,UT,A,Accepted original DUNS based on input data given,78700628,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Makia Creations, Inc.","421 Marshall Way Ste 4
Layton, UT 84041-7383, 
United States",801-784-7709,,
,807277590,841122216,SADDLEBACK MEDICAL,SADDLEBACK MEDICAL,,24221 CL DELALOUISA,,#400 LAGUNA HILLS,,D,After research on the web found possible DUNS,807277590/841122216,"On hoovers for JUNE DUNS we found company name ""Saddleback Medical Group"" and address matches completely,. and for MAY DUNS we found company name ""Saddleback Medical Group, Inc"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Headquarters,Saddleback Medical Group,"23961 Calle De La Magdalena Ste 400
Laguna Hills, CA 92653-3615, 
United States",949-465-8145 ,807277590/841122216,
,176276566,25165359,MILLER VALENTINE GROUP,MILLER VALENTINE GROUP,,4000 MILLER VALENTINE CT,,DAYTON,OH,D,After research on the web found possible DUNS,176276566/025165359,"On hoovers for JUNE DUNS we found company name ""MILLER-VALENTINE PARTNERS LTD."" and address matches completely,. and for MAY DUNS we found company name ""MILLER-VALENTINE OPERATIONS, INC."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"MILLER-VALENTINE OPERATIONS, INC","137 N Main St Ste 900
Dayton, OH 45402-1846, 
United States",937-293-0900 ,176276566/025165359,
,71783971,618906234,MEEKER CNTY MEM HOSP,MEEKER CNTY MEM HOSP,,612 S SIBLEY AVE,,LITCHFIELD,MN,A,Accepted original DUNS based on input data given,71783971,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  not find anythig.,,June,Headquarters,Meeker Memorial Hospital,"612 Sibley Ave
Litchfield, MN 55355-3340, 
United States",320-693-3242 ,,
,71667224,26780569,BRUCE THORNTON AIR,BRUCE THORNTON AIR,,128 SLATON RD,,LUBBOCK,TX,A,Accepted original DUNS based on input data given,71667224,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Bruce Thornton Air Conditioning, Inc.","128 Slaton Rd
Lubbock, TX 79404-5202, 
United States",806-745-7944,,
,30494652,5007242,CHARLOTTE CHAMBER,CHARLOTTE CHAMBER,,330 S TRYON ST STE 100,,CHARLOTTE,NC,D,After research on the web found possible DUNS,30494652/005007242,"On hoovers for JUNE DUNS we found company name ""GREATER CHARLOTTE CHAMBER OF COMMERCE"" and address matches completely,. and for MAY DUNS we found company name ""Charlotte Chamber"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,GREATER CHARLOTTE CHAMBER OF COMMERCE,"330 S Tryon St Ste 100
Charlotte, NC 28202-1916, 
United States",704-378-1300 ,30494652/005007242,
,963758375,76519115,INTL DECISION SYSTEM,INTL DECISION SYSTEM,,220 S 6TH ST STE 700,,MINNEAPOLIS,MN,D,After research on the web found possible DUNS,963758375/076519115,"On hoovers for JUNE DUNS we found company name ""IDS GROUP, INC."" and address matches completely,. and for MAY DUNS we found company name ""International Decision Systems, Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Single Location,"IDS GROUP, INC.","220 S 6th St Ste 700
Minneapolis, MN 55402-1497, 
United States",612-851-3200,963758375/076519115,
,612388715,187902689,OIA,OIA,,2100 SW RIVER PKWY,,PORTLAND,OR,D,After research on the web found possible DUNS,612388715/187902689,"On hoovers for JUNE DUNS we found company name ""OIA GLOBAL LOGISTICS-SCM, INC"" and address matches completely,. and for MAY DUNS we found company name ""OREGON INTERNATIONAL AIR FREIGHT CO."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,"OIA GLOBAL LOGISTICS-SCM, INC","2100 Sw River Pkwy Ste 800
Portland, OR 97201, 
United States",503-736-5900 ,612388715/187902689,
,79511625,66095188,LAZY DOG RESTAURANTS,LAZY DOG RESTAURANTS,,7777 CENTER AVE STE 500,,HUNTINGTON BEACH,CA,A,Accepted original DUNS based on input data given,79511625,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,"Lazy Dog Restaurants, LLC","7777 Center Ave Ste 500
Huntington Beach, CA 92647-3099, 
United States",714-596-9960 ,,
,781716360,54071071,MOORES RETREAD,MOORES RETREAD,,8901 LINWOOD AVE,,SHREVEPORT,LA,B,After research on the web accept original DUNS,54071071,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,"MOORE'S RETREAD & TIRE OF THE ARK-LA-TEX, INC.","8901 Linwood Ave
Shreveport, LA 71106-6507, 
United States",318-687-7777 ,,
,59085357,830617630,MATRIC LTD,MATRIC LTD,,2099 HILL CITY RD,,SENECA,PA,D,After research on the web found possible DUNS,59085357/830617630,"On hoovers for JUNE DUNS we found company name ""Matric Limited"" and address matches completely,. and for MAY DUNS we found company name ""Matric Group LLC"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Headquarters/Headquarters,Matric Limited,"2099 Hill City Rd
Seneca, PA 16346-3711, 
United States",814-677-0716 ,59085357/830617630,
,4717964,146574673,IMPREMEDIA LLC,US HISPANIC MEDIA,,PO BOX 15187,,LOS ANGELES,CA,A,Accepted original DUNS based on input data given,4717964,we could find JUNE DUNS on hoovers with input company name  and address. For MAY DUNS we could  find different company name with different address.,,June,Single Location,Impremedia,"700 S Flower St Ste 3000
Los Angeles, CA 90017-4217, 
United States",213-622-8332 ,,
,144731663,788826274,AKER BUSINESS SVC,AKER SOLUTIONS INC,,3010 BRIARPARK DR,,HOUSTON,TX,D,After research on the web found possible DUNS,144731663/788826274,"On hoovers for JUNE DUNS we found company name ""Aker Solutions"" and address matches completely,. and for MAY DUNS we found company name ""Aker Business Services Inc."" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,Aker Solutions,"3010 Briarpark Dr Ste 500
Houston, TX 77042-3755, 
United States",713-988-2002 ,144731663/788826274,
,79407627,967996690,WHV INVESTMENT MNGMT,WHV INVESTMENT MNGMT,,301 BATTERY ST # 400,,SAN FRANCISCO,CA,D,After research on the web found possible DUNS,79407627/967996690,"On hoovers for JUNE DUNS we found company name ""Whv/Eam Emerging Markets Small Cap Equity Fund"" and address matches completely,. and for MAY DUNS we found company name ""Fundvantage Trust - Whv International Equity Fund"" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,Single Location/Single Location,Whv/Eam Emerging Markets Small Cap Equity Fund,"301 Battery St Ste 400
San Francisco, CA 94111-3203, 
United States",415-981-6911,79407627/967996690,
,78744990,786751412,ARN INDUSTRIES INC,HALCO LIGHTING TECHNOLOGY,,2940 PACIFIC DR,,NORCROSS,GA,B,After research on the web accept original DUNS,786751412,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,May,Headquarters,Halco Lighting Technologies LLC,"2940 Pacific Dr Ste A
Norcross, GA 30071-1808, 
United States",770-242-3609 ,,
,78643197,782556435,REDEEMER PRESBYTERIA,REDEEMER PRESBYTERIA,,1166 6TH AVE FL 16,,NEW YORK,,D,After research on the web found possible DUNS,78643197/ 782556435,"On hoovers for JUNE DUNS we found company name "" Redeemer Presbyterian Church"" and address matches completely and for MAY DUNS we found company name ""Redeemer Presbyterian Church "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,"Single Location,Headquarters","Redeemer Presbyterian Church
","1166 Avenue Of The Americas
New York, NY 10036-2708, 
United States",212-808-4460 ,78643197/ 782556435,
,29204830,32416715,AKA DIRECT,AKA DIRECT,,PO BOX 5217,,PORTLAND,OR,A,Accepted original DUNS based on input data given,29204830,we could find JUNE DUNS on hoovers with input company name match in tradestyle and address. For MAY DUNS we could find different company name where partially/ccomplete address matches.,,June,Single Location,"DIRECT RESPONSE MEDIA GROUP, INC.
","2415 N Ross Ave
Portland, OR 97227-1847, 
United States

",503-467-2200 ,,
,138564252,58985383,AIRBORNE SYSTEMS NA,AIRBORNE SYSTEM NA,,5800 MAGNOLIA AVE,,PENNSAUKEN,NJ,D,After research on the web found possible DUNS,138564252/ 058985383,"On hoovers for JUNE DUNS we found company name ""Airborne Systems North America Inc."" and address matches completely and for MAY DUNS we found company name ""Airborne Systems North America of NJ Inc. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,"Headquarters,Single Location","Airborne Systems North America Inc.
","5800 Magnolia Ave
Pennsauken, NJ 08109-1309, 
United States

", 856-663-1275 ,138564252/  058985383,
,149063187,806643305,FRANKLIN MDCL GROUP PC,FRANKLIN MDCL GROUP PC,,56 FRANKLIN ST,,WATERBURY,CT,A,Accepted original DUNS based on input data given,149063187,we could find JUNE DUNS on hoovers with input company name match  and address. For MAY DUNS we could find different company name where partially/ccomplete address matches.,,June,Single Location,"Franklin Medical Group PC
","56 Franklin St Ste 1
Waterbury, CT 06706-1254, 
United States",203-709-6000 ,,
,808678213,167641500,SOUTHWEST RISK L P,SOUTHWEST RISK L P,,8144 WALNUT HILL LN,,DALLAS,TX,B,After research on the web accept original DUNS,167641500,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,MAY,Headquarters,"Southwest Risk, L.P.
","8144 Walnut Hill Ln #1400
Dallas, TX 75231-4388, 
United States",214-206-4900 ,,
,39047531,59236989,AUTOMATIONSOLUTIONS,AUTOMATIONSOLUTIONS,,10 LARSEN WAY,,NORTH ATTLEBORO,MA,B,After research on the web accept original DUNS,59236989,We could find different company name with JUNE DUNS where address matches partially. For MAY DUNS we could find input company name and address matches.,,MAY,Headquarters,"AUTOMATIONSOLUTIONS, INC.
","500 Cummings Ctr Ste 1750
Beverly, MA 01915-6510, 
United States",978-338-1350 ,,
,118856038,859723137,ZUMTOBEL STAFF LTG,ZUMTOBEL LIGHTING,,3300 ROUTE 9W,,HIGHLAND,,A,Accepted original DUNS based on input data given,118856038,we could find JUNE DUNS on hoovers with input company name match  and address. For MAY DUNS we could find different company name where partially/ccomplete address matches.,,June,Headquarters,"Zumtobel Lighting Inc.
","3300 Us Highway 9w
Highland, NY 12528-2630, 
United States",845-691-6262 ,,
,61507008,605475540,THERMASOL STEAMBATH,THERMASOL STEAMBATH,,1958 STEAM WY,,ROUND ROCK,,A,Accepted original DUNS based on input data given,61507008,we could find JUNE DUNS on hoovers with input company name match  and address. For MAY DUNS we could find different company name where partially/ccomplete address matches.,,June,Single Location,"Thermasol Steam Bath Co
","1958 Steam Way
Round Rock, TX 78665-2233, 
United States",805-520-2468 ,,
,11779930,67740720,BAKERSFIELD PIPE,BAKERSFIELD PIPE,,3301 ZACHARY AVE,,SHASTER,,D,After research on the web found possible DUNS,11779930/ 067740720,"On hoovers for JUNE DUNS we found company name "" Bakerfield Pipe"" and address matches completely and for MAY DUNS we found company name ""BAKERSFIELD PIPE AND SUPPLY, INC. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,"Single Location,Headquarters",Bakerfield Pipe,"3301 Zachary Ave
Shafter, CA 93263-9424, 
United States",661-831-5356 ,11779930/ 067740720,
,962763277,111869173,JAMES LEE WITT ASSOC,WITT OBRIENS LLC,,1501 M ST NW FL 5,,WASHINGTON,DC,D,After research on the web found possible DUNS,962763277/ 111869173,"On hoovers for JUNE DUNS we found company name "" Witt O'Brien's, LLC"" and address matches completely and for MAY DUNS we found company name ""James Lee Witt Associates "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,"Headquarters,Single Location","Witt O'Brien's, LLC
","1201 15th St Nw Ste 600
Washington, DC 20005-2899, 
United States",202-585-0780 ,962763277 / 111869173,
,960046618,612086686,PACKARD ORTHODONTICS,PACKARD ORTHODONTICS,,840 CENTRAL PKWY E STE 100,,PLANO,TX,D,After research on the web found possible DUNS,960046618/ 612086686,"On hoovers for JUNE DUNS we found company name "" Packard Orthodontics PA"" and address matches completely and for MAY DUNS we found company name ""The Orthodontics Place "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,"Single Location,Branch","Packard Orthodontics PA
","840 Central Pkwy E #100
Plano, TX 75074-5569, 
United States",972-578-7800 ,960046618 / 612086686,
,79089494,125959184,LADDER CAPITAL,LADDER CAPITAL,,345 PARK AVE FL 8,,NEW YORK,NY,A,Accepted original DUNS based on input data given,79089494,we could find JUNE DUNS on hoovers with input company name match  and address. For MAY DUNS we could find different company name where partially/ccomplete address matches.,,June,Headquarters,"Ladder Capital Corp
","345 Park Ave Fl 8
New York, NY 10154-0017, 
United States",212-715-3170 ,,
,79265842,66299397,MIAMI ART MUSEUM,J M PEREZ ART MUSEUM,,1103 BISCAYNE BLVD,,MIAMI,FL,D,After research on the web found possible DUNS,79265842/066299397,"On hoovers for JUNE DUNS we found company name ""Perez Art Museum Miami"" and address matches completely and for MAY DUNS we found company name ""JORGE M. PEREZ ART MUSEUM OF MIAMI-DADE COUNTY, INC. "" and address matches completely. So both JUNE and MAY DUNS are considered.",,June/May,"Single Location,Headquarters","Perez Art Museum Miami
","1103 Biscayne Blvd
Miami, FL 33132-1758, 
United States",305-375-3000 ,79265842/  066299397,
